carname,price,milage,hubraum,fuel_type,transmission,num_seats,num_doors,emission_class,car_type,num_owners,Model,power_ps,age
Mercedes-Benz CLA 250 4M EDITION 2020+AMG+Night+Pano+AHK+LED,43900.0,70331.0,1.991,Hybrid,Automatik,5,4/5,Euro6,sport,1,CLA,211.0,4.246666666666594
"Mercedes-Benz C 200 AMG Sportpaket Night AMG 18"" Pano-Dach PTS",56900.0,9816.0,1.95,Hybrid,Automatik,5,4/5,Euro6d,limousine,1,C-Klasse,194.0,0.9133333333332606
Mercedes-Benz CLA 180 PROGRESSIVE+Night+Pano+LED+Kamera+7G,42900.0,132724.0,1.991,Hybrid,Automatik,5,4/5,Euro6,sport,1,CLA,211.0,4.329999999999927
Mercedes-Benz GLE 350 d 4M AMG+Night+Pano+AHK+MultiBeam+Kamera,71900.0,64537.0,3.982,Benzin,Automatik,4,2/3,Euro6,sport,1,GLE,510.0,4.246666666666594
"Mercedes-Benz C 220 d AMG Sportpaket AMG 18"" LED PTS Tempomat",31950.0,14722.0,1.95,Diesel,Automatik,5,4/5,Euro6c,kombi,1,C-Klasse,194.0,3.4966666666665938
Mercedes-Benz EQV 300 Lang LED ILS Distronic PTS Sitzheizung,72900.0,7027.0,1.991,Benzin,Automatik,5,4/5,Euro6d,sport,1,OTHER,421.0,0.4966666666665939
"Mercedes-Benz GLB 250 Sport-AMG ALU 20"" LED PTS RÃ¼ckfahrk.",54500.0,5739.0,1.991,Benzin,Automatik,5,4/5,Euro6d,suv,1,GLB,224.0,0.9133333333332606
Mercedes-Benz GLB 250 4M AMG+Night+MultiBeam+Kamera+8G,30950.0,17133.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,1,GLB,190.0,1.9133333333332607
Mercedes-Benz E 350 d AVANTGARDE STANDHEIZUNG,24950.0,55399.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6c,van,1,E-Klasse,163.0,1.5799999999999272
"Mercedes-Benz C200 Cabrio AMG SD-Navi,LED,Distr.Totw.Kam.Sound",40998.0,12890.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,1,C-Klasse,190.0,1.2466666666665938
Mercedes-Benz AMG GT C Coupe-AEROKIT-KERAMiK-PERFORMANCE+AGA,39810.0,11781.0,1.991,Benzin,Automatik,5,4/5,Euro6d,kombi,1,C-Klasse,224.0,1.8299999999999272
Mercedes-Benz Vito Mixto 116 CDI 4x4 lang*ILS-LED*KAMERA*AHK*,31950.0,14722.0,1.95,Diesel,Automatik,5,4/5,Euro6c,kombi,1,Vito,194.0,3.4966666666665938
Mercedes-Benz A -Klasse A 250 AMG-Line Sport,72900.0,7027.0,1.991,Benzin,Automatik,5,4/5,Euro6d,sport,1,A-Klasse,421.0,0.4966666666665939
Mercedes-Benz Vito 119 CDI Tourer PRO Extralang,54500.0,5739.0,1.991,Benzin,Automatik,5,4/5,Euro6d,suv,1,Vito,224.0,0.9133333333332606
Mercedes-Benz Vito 116 CDI Mixto Lang+5-Sitzer+AHK+Tempomat,30950.0,17133.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,1,Vito,190.0,1.9133333333332607
Mercedes-Benz C 300 e T AMG Multibeam Burmester Distr. COMAND,24950.0,55399.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6c,van,1,C-Klasse,163.0,1.5799999999999272
Mercedes-Benz AMG GT Sportpaket Automatik COMAND KEYLESS-GO,40998.0,12890.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,1,GT,190.0,1.2466666666665938
Mercedes-Benz C 220 d T 4M AMG Sportpaket Automatik COMAND,39810.0,11781.0,1.991,Benzin,Automatik,5,4/5,Euro6d,kombi,1,C-Klasse,224.0,1.8299999999999272
"Mercedes-Benz GLB 180 Sport-AMG Night AMG 19"" LED PTS Tempomat",39211.0,43022.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,GLB,163.0,1.5799999999999272
"Mercedes-Benz GLE 350 de 4M Pano+360+AHK+LED+Fahrass+20""+9G",39211.0,45458.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,GLE,163.0,1.5799999999999272
"Mercedes-Benz A 35 AMG 4M Sportpaket AMG 18"" LED PTS Tempomat",39211.0,48590.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,A-Klasse,163.0,1.5799999999999272
Mercedes-Benz C 300 e T AVANTG+AHK+LED+Kamera+Spur+Totw+9G,39211.0,49459.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,C-Klasse,163.0,1.496666666666594
Mercedes-Benz GLC 300 e 4M Pano+AHK+LED+Kamera+Spur+Totw+9G,62950.0,28726.0,1.95,Diesel,Automatik,8,4/5,Euro6d,van,1,GLC,239.0,1.1633333333332607
Mercedes-Benz CLA 250 e EDITION 2020+AMG+Night+Pano+AHK+LED+8G,29691.0,46174.0,2.143,Diesel,Schaltgetriebe,2,4/5,Euro6,van,1,CLA,163.0,2.4133333333332607
Mercedes-Benz GLC 300 de 4M AHK+LED+Kamera+Keyless+9G,31630.0,8598.0,1.332,Benzin,Automatik,5,4/5,Euro6d,kombi,1,GLC,163.0,1.9133333333332607
Mercedes-Benz E 400 d T 4M AVANTG+Night+Pano+360+AHK+MultiBeam,41790.0,10617.0,1.595,Benzin,Schaltgetriebe,4,2/3,Euro6d,cabrio,1,E-Klasse,156.0,1.1633333333332607
Mercedes-Benz E 300 e 4M EXCLUSIVE+AHK+MultiBeam+Fahrass+9G,64710.0,27951.0,2.999,Benzin,Automatik,5,4/5,Euro6d,kombi,1,E-Klasse,367.0,0.7466666666665939
Mercedes-Benz GLC 63 S AMG 4Matic+*Perfor.*Burmester*360°AHK*,42780.0,10871.0,1.95,Diesel,Automatik,5,4/5,Euro6d,suv,1,S-Klasse,150.0,1.4133333333332605
Mercedes-Benz B 200 4M EDITION 2020+AMG+Night+Pano+360°,31630.0,8598.0,1.332,Benzin,Automatik,5,4/5,Euro6d,kombi,1,B-Klasse,163.0,1.9133333333332607
"Mercedes-Benz C 300 d AMG Sportpaket Night AMG 18"" Distronic",41790.0,10617.0,1.595,Benzin,Schaltgetriebe,4,2/3,Euro6d,cabrio,1,C-Klasse,156.0,1.1633333333332607
Mercedes-Benz CLA 200 EDITION 2020+AMG+Night+Pano+LED+Kamera,64710.0,27951.0,2.999,Benzin,Automatik,5,4/5,Euro6d,kombi,1,CLA,367.0,0.7466666666665939
Mercedes-Benz CLA 200 AMG+Night+Pano+LED+Kamera+Totw+7G,42780.0,10871.0,1.95,Diesel,Automatik,5,4/5,Euro6d,suv,1,CLA,150.0,1.4133333333332605
Mercedes-Benz GLE 350d Coupe 4M AMG/PANO/HK/360/ILS/21/MEMO,44710.0,16712.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,GLE,194.0,1.2466666666665938
"Mercedes-Benz GLC 220 d 4MATIC 9G-TRONIC DISTRONIC UPE:66000,-",36810.0,3229.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,GLC,194.0,0.4133333333332605
Mercedes-Benz Mercedes Benz C200,34610.0,19794.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,C-Klasse,194.0,0.996666666666594
Mercedes-Benz A 180d LIMOUSINE/AMG-LINE/MULTIBEAM/LEDER/KAMERA,37900.0,15845.0,1.332,Benzin,Automatik,5,4/5,Euro6d,sport,1,A-Klasse,163.0,1.3299999999999272
Mercedes-Benz GLA 200 Navi PDC SHZ Klima R.Cam I.Hand E6 d Tem,31850.0,17704.0,1.95,Diesel,Automatik,5,4/5,Euro6c,kombi,1,GLA,194.0,3.2466666666665938
Mercedes-Benz C 200 AMG Line Pan Dach Leder LED Navi RF Cam SH,55350.0,27880.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,1,C-Klasse,299.0,1.3299999999999272
Mercedes-Benz CLA 220 Shooting Brake Pano LED Nav AHK R.Cam SH,45900.0,8784.0,1.332,Benzin,Automatik,5,4/5,Euro6d,sport,1,CLA,163.0,0.7466666666665939
Mercedes-Benz S 63 AMG 4M+ Keramik Swar Nacht Excl HeadUP,59890.0,12528.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,S-Klasse,194.0,0.7466666666665939
Mercedes-Benz Mercedes Benz CLA Shooting Brake 200d mit ...,36950.0,12630.0,1.497,Benzin,Automatik,5,4/5,Euro6d,kombi,1,CLA,156.0,1.4133333333332605
Mercedes-Benz GLS 350 d 4M Fahrass WideScreen 360° Airmat,64900.0,11470.0,2.925,Diesel,Automatik,5,4/5,Euro6d,suv,1,GLS,330.0,1.0799999999999272
Mercedes-Benz C 43 AMG 4M Cp. Perf-Abgas Pano 19'' Distr Night,38900.0,11335.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,1,C-Klasse,224.0,1.2466666666665938
Mercedes-Benz GLC 43 AMG Cp. 4M Perf-Abgas Multibeam Distr. 9G,42890.0,13800.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,GLC,194.0,1.0799999999999272
Mercedes-Benz C 300 Cab. AMG Multibeam Burmester AHK Night PTS,55690.0,3000.0,1.993,Diesel,Automatik,5,4/5,Euro6d,kombi,1,C-Klasse,200.0,0.2466666666665938
"Mercedes-Benz GLA 180 d AMG+Night+AHK+LED+Kamera+19""+Totw+8G",26880.0,49041.0,1.497,Benzin,Automatik,5,4/5,Euro6d,kombi,1,GLA,184.0,3.1633333333332607
Mercedes-Benz GLC 300 4M AMG LED Kamera Spurhalt-Ass SpurPak,55690.0,3000.0,1.993,Diesel,Automatik,5,4/5,Euro6d,kombi,1,GLC,200.0,0.2466666666665938
Mercedes-Benz A45 AMG 4-Matic|NAVI|KAMERA|PANO|SPOILER,26880.0,49041.0,1.497,Benzin,Automatik,5,4/5,Euro6d,kombi,1,A-Klasse,184.0,3.1633333333332607
Mercedes-Benz AMG GTC Roadster| PERFORMANCE SITZE&ABGAS|KAMERA,32880.0,19229.0,1.497,Benzin,Automatik,5,4/5,Euro6d,kombi,1,GT,156.0,0.8299999999999272
Mercedes-Benz C63 S AMG LIM|DRIVER`S PACKAGE|PANO|PERF-AGA,34845.0,32980.0,1.497,Benzin,Automatik,5,4/5,Euro6d,limousine,1,S-Klasse,156.0,0.7466666666665939
Mercedes-Benz CLA 45 AMG 4Matic| PERFORMANCE ABGAS|NAVI|KAMERA,53945.0,14350.0,1.95,Diesel,Automatik,5,4/5,Euro6d,suv,1,CLA,194.0,0.7466666666665939
Mercedes-Benz CLA 45 AMG 4Matic|DRIVER`S PACKAGE|PERF-AGA|PANO,42885.0,10450.0,1.991,Hybrid,Automatik,5,4/5,Euro6d,kombi,1,CLA,211.0,1.0799999999999272
Mercedes-Benz C 200 9G-TRONIC AMG Line mit Herstellergarantie,54900.0,72800.0,2.987,Diesel,Automatik,5,4/5,Euro6c,suv,1,C-Klasse,258.0,3.1633333333332607
Mercedes-Benz GLC 300 e 4M AMG Fahrass/Pano/AHK/360°/Volldigi,20488.0,115000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,GLC,136.0,3.7466666666665938
Mercedes-Benz GLE 63 AMG Cp. 4M Driversp Perf-Abgas 360° AHK,20488.0,115000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,GLE,136.0,3.7466666666665938
"Mercedes-Benz V 250 d lang Edition Night ALU 19"" LED ILS PTS",30999.0,175000.0,2.143,Diesel,Automatik,4,2/3,Euro6,cabrio,1,V-Klasse,204.0,4.41333333333326
Mercedes-Benz E 200 T *AVANTGARDE*SPOSI*LED*NAVI*el. Heckkl.*,20488.0,115000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,136.0,3.7466666666665938
"Mercedes-Benz A 220 d 4M EDITION 2020+AMG+Night+Pano+360°+19""",30999.0,175000.0,2.143,Diesel,Automatik,4,2/3,Euro6,cabrio,1,A-Klasse,204.0,4.41333333333326
"Mercedes-Benz CLS 53 AMG 4Matic,Multibeam,Stdhz,Burmester,360",34490.0,98500.0,1.991,Benzin,Automatik,5,4/5,Euro6,limousine,1,CL,381.0,3.8299999999999272
Mercedes-Benz GLE 300 d 4M,44850.0,84500.0,1.95,Diesel,Automatik,4,2/3,Euro6,sport,2,GLE,194.0,3.4966666666665938
Mercedes-Benz A -Klasse A 200 Automatik-Werksgarantie 01/2022,34748.0,176000.0,2.925,Diesel,Automatik,5,4/5,Euro6,kombi,1,A-Klasse,340.0,2.9966666666665938
Mercedes-Benz Vito 119 Tourer PRO Lang,34490.0,98500.0,1.991,Benzin,Automatik,5,4/5,Euro6,limousine,1,Vito,381.0,3.8299999999999272
Mercedes-Benz V 250 d EDITION Kompakt+AHK+Sportpaket+6d-Temp,44850.0,84500.0,1.95,Diesel,Automatik,4,2/3,Euro6,sport,2,V-Klasse,194.0,3.4966666666665938
"Mercedes-Benz Vito 116 CDI lang, 7G-Autom., Klima, LED, Navi",34748.0,176000.0,2.925,Diesel,Automatik,5,4/5,Euro6,kombi,1,Vito,340.0,2.9966666666665938
Mercedes-Benz A 180 BlueEfficiency Style ele.Sitz Memory,33490.0,61998.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,A-Klasse,194.0,2.6633333333332607
"Mercedes-Benz C 220 d T#AMG#AHK# DISTRONIC #KEYLESS#LED#Alu19""",33490.0,61998.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,C-Klasse,194.0,2.6633333333332607
Mercedes-Benz C 63 AMG S T designo Perf-Abg. Pano Distr. Night,24900.0,45876.0,1.595,Benzin,Automatik,5,4/5,Euro6d,suv,1,C-Klasse,122.0,2.2466666666665938
Mercedes-Benz 316 CDI L2/H1 Sprinter Bus Transporter LKW...,59500.0,122000.0,2.143,Diesel,Automatik,4,4/5,Euro6,van,2,Sprinter,190.0,4.66333333333326
"Mercedes-Benz C 180 Coupé AMG+Night+Pano+LED+Kamera+19""+Spur",25700.0,17524.0,1.6,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,1,C-Klasse,116.0,2.4133333333332607
Mercedes-Benz C 180 T AVANTG+LED+Kamera+Spur+Totw+Keyless+9G,25900.0,24962.0,1.6,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,1,C-Klasse,116.0,2.4133333333332607
Mercedes-Benz A 35 AMG 4M Pano LED Kamera Spurhalt-Ass PTS,61790.0,7962.0,2.925,Diesel,Automatik,5,4/5,Euro6d,kombi,1,A-Klasse,330.0,1.4133333333332605
Mercedes-Benz V 250 Sport AVANTGARDE LANG LEDER LED,41900.0,19418.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,V-Klasse,194.0,1.3299999999999272
Mercedes-Benz Mercedes-Benz V 250 d Sport Avantgarde extralang,41900.0,14043.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,V-Klasse,194.0,1.3299999999999272
Mercedes-Benz GLA 220 4M AMG Exkl-Paket 360° Distr. COMAND,52890.0,45320.0,2.987,Diesel,Automatik,5,4/5,Euro6,sport,2,GLA,258.0,4.079999999999927
Mercedes-Benz C 200 Cab. AMG Multibeam Night Airscarf Kamera,33890.0,18973.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,1,C-Klasse,224.0,2.0799999999999272
Mercedes-Benz A 180 AMG Pano LED Night Kamera Spurhalt-Ass PTS,31589.0,4998.0,1.332,Benzin,Schaltgetriebe,5,4/5,Euro6,limousine,1,A-Klasse,163.0,1.0799999999999272
Mercedes-Benz A 200 AMG LED Navi PTS Sitzh Sitzkomfort Temp,60850.0,2001.0,1.991,Benzin,Automatik,5,4/5,Euro6d,sport,1,A-Klasse,306.0,0.3299999999999272
Mercedes-Benz A 180 7G-DCT Urban *Navi| LED | Kam | PDC | Totw,54990.0,40746.0,2.996,Benzin,Automatik,5,4/5,Euro6d,suv,1,A-Klasse,367.0,2.9133333333332607
Mercedes-Benz Mercedes Benz 116 CDI Vito tourer pro Edit...,54990.0,40746.0,2.996,Benzin,Automatik,5,4/5,Euro6d,suv,1,Vito,367.0,2.9133333333332607
Mercedes-Benz C 180 Cabrio AMG Line Night Spur+Totw Kamera LED,36990.0,37808.0,1.991,Benzin,Automatik,5,4/5,Euro6d,kombi,1,C-Klasse,258.0,2.3299999999999272
Mercedes-Benz E 400 d T 4M AMG/Fahrass/AHK/SHD/360°/Multi,34000.0,102000.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,1,E-Klasse,170.0,3.9133333333332607
Mercedes-Benz A 200 d Progressive Navi Premium Distr. Kamera,15500.0,109938.0,1.598,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,A-Klasse,114.0,3.7466666666665938
Mercedes-Benz A 180/Progressive/7G-DCT/Navi/Parktronic,15500.0,109938.0,1.598,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,A-Klasse,114.0,3.7466666666665938
"Mercedes-Benz E 200d AVANTGARDE Autom.Navi,Kamera",9401.0,345008.0,1.461,Diesel,Schaltgetriebe,2,2/3,Euro6,kombi,1,E-Klasse,110.0,3.1633333333332607
Mercedes-Benz Sprinter 319 CDI Mixto 5 Sitzer Maxi Lang Klima,13590.0,338300.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,Sprinter,143.0,4.496666666666594
"Mercedes-Benz B 200 CDI , Allrad, Navi, Klima, SHZ",16800.0,305000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,B-Klasse,150.0,3.5799999999999272
Mercedes-Benz 316 MAXI EXTRALANG XXL KLIMA KAMERA16.800,19500.0,298000.0,1.595,Benzin,Schaltgetriebe,5,4/5,Euro6,kombi,1,A-Klasse,129.0,4.329999999999927
Mercedes-Benz Mercedes-Benz E 200 d Avantgarde*Navi*Plus,25950.0,292831.0,2.987,Diesel,Automatik,3,4/5,Euro6,van,1,E-Klasse,190.0,4.41333333333326
Mercedes-Benz E 350 d 4Matic+AMG Styling+Panorama+Kamera+ATM,15239.0,290000.0,2.143,Diesel,Schaltgetriebe,5,4/5,Euro6,van,1,E-Klasse,163.0,3.4133333333332607
Mercedes-Benz Sprinter 316 CDI AHK SPUR TOTW COL KAM NAV KLIMA,13199.0,284235.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,Sprinter,170.0,4.496666666666594
Mercedes-Benz Vito Kasten 111CDI FWD kompakt TOP ZUSTAND,34999.0,280400.0,2.987,Diesel,Automatik,5,4/5,Euro6,limousine,1,Vito,258.0,3.5799999999999272
Mercedes-Benz Sprinter II Kasten 210/211/213/214/216 CDI Wohn,20780.0,279000.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,Sprinter,163.0,3.3299999999999272
Mercedes-Benz Vito Mixto extralang 116 CDI,12995.0,278201.0,1.598,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,Vito,114.0,3.5799999999999272
Mercedes-Benz V 250 Lang - Leder - Navi - Led,13990.0,271556.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,V-Klasse,170.0,4.579999999999927
Mercedes-Benz C 250 T d AMG-Line Night Navi LED ILS,18900.0,270605.0,2.987,Diesel,Automatik,5,4/5,Euro6,kombi,1,C-Klasse,258.0,4.579999999999927
Mercedes-Benz Mercedes e220d 9G-Tronic AMG line auch Tausch,20900.0,270000.0,1.95,Diesel,Automatik,5,4/5,Euro6d,kombi,1,E-Klasse,194.0,3.9966666666665938
Mercedes-Benz GLC -Klasse GLC 220 d 4Matic AMG-Line,31999.0,269000.0,2.143,Diesel,Automatik,7,4/5,Euro6,van,1,GLC,190.0,3.1633333333332607
Mercedes-Benz GLC 250 4Matic AMG-Line PANOROAMA|AHK|1.HAND,17790.0,266643.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,GLC,204.0,4.329999999999927
Mercedes-Benz Sprinter 316 CDI 8-Sitze Klima AHK 1. Hand Eu6,18950.0,264000.0,2.143,Diesel,Automatik,5,4/5,Euro6,andere,1,Sprinter,163.0,3.6633333333332607
Mercedes-Benz GLC 350 d 4MATIC AMG-Line Interieur,29988.0,261095.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,1,GLC,211.0,3.7466666666665938
Mercedes-Benz E 200 9G-TRONIC +NAVI+W213+Rückfahrkamera,19900.0,255529.0,2.143,Diesel,Schaltgetriebe,8,4/5,Euro6,van,1,E-Klasse,163.0,4.41333333333326
Mercedes-Benz Mercedes* E 200 d AVANTGARDE Automatik*Org Farbe,21480.0,253856.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,204.0,4.246666666666594
Mercedes-Benz Mercedes B200 CDI,48671.0,251000.0,3.982,Benzin,Automatik,5,4/5,Euro6,limousine,1,B-Klasse,469.0,4.079999999999927
Mercedes-Benz Mercedes E 200 d. 9 Gang,26990.0,250000.0,2.987,Diesel,Automatik,5,4/5,Euro6,suv,1,E-Klasse,258.0,4.329999999999927
Mercedes-Benz C250 CDI Kombi Leder/Navi/Pano/360*camara,14637.0,250000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,C-Klasse,170.0,4.496666666666594
Mercedes-Benz Sprinter Kasten 314 CDI Hochdach Lang,14490.0,246046.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,Sprinter,170.0,4.579999999999927
Mercedes-Benz Vito 114 CDI Standheiz. LiegePak. Aut. Klima AHK,21990.0,245000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,Vito,194.0,3.1633333333332607
Mercedes-Benz E 200 d T-Modell *TAXI* Gern Finanzierung,27899.0,243200.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,194.0,3.7466666666665938
Mercedes-Benz Mercedes C- 200 D Avantgarde schwarz Parkt...,18840.0,242873.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,OTHER,163.0,3.9966666666665938
Mercedes-Benz C 220 d 4MATIC T Autom. HUD Kamera LED Distronic,17731.0,241000.0,2.143,Diesel,Automatik,5,4/5,Euro6,limousine,1,C-Klasse,136.0,4.246666666666594
Mercedes-Benz A 160 d 7-dct Style kamera Sportsitze,25999.0,241000.0,2.987,Diesel,Automatik,5,4/5,Euro6,limousine,1,A-Klasse,258.0,3.7466666666665938
Mercedes-Benz E -Klasse Lim. E 200 d,23990.0,240222.0,2.143,Diesel,Automatik,5,4/5,Euro6,van,1,E-Klasse,136.0,3.1633333333332607
Mercedes-Benz Citan Mixto 111 CDI extralang,19999.0,240000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,Vaneo,150.0,3.2466666666665938
Mercedes-Benz B 200d 7G-DCT AMG Line NAVI*KAMERA*LEDER*VOLL*,21900.0,239987.0,2.987,Diesel,Schaltgetriebe,2,4/5,Euro6,van,1,B-Klasse,190.0,4.41333333333326
"Mercedes-Benz E 200 d T 9G-TRONIC, 7 Sitzer, Kamera, TOP gepfl",18999.0,235625.0,1.95,Diesel,Automatik,5,4/5,Euro6c,kombi,1,E-Klasse,194.0,3.1633333333332607
Mercedes-Benz Sprinter II Pritsche koffer 516/316,13390.0,235000.0,1.461,Diesel,Automatik,5,4/5,Euro6,limousine,1,Sprinter,90.0,4.746666666666594
Mercedes-Benz Vito 116 CDI (BlueTEC) Lang Aut.,24990.0,235000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,Vito,194.0,2.9133333333332607
Mercedes-Benz GLC -Klasse GLC 250 d 4Matic 21000 NETTO,22600.0,233000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,GLC,194.0,4.329999999999927
Mercedes-Benz Kasten 111 CDI FWD lang Klima PDC VE*HI,22000.0,232500.0,2.143,Diesel,Automatik,8,4/5,Euro6,van,1,OTHER,163.0,4.329999999999927
Mercedes-Benz Mercedes ML 320 CDI Automatik Schiebedach,26999.0,232140.0,2.987,Diesel,Automatik,5,4/5,Euro6,limousine,2,M-Klasse,258.0,4.41333333333326
Mercedes-Benz C 220 BlueTEC / d T Avantgard LED LEDER NAVI AH,20999.0,231000.0,2.143,Diesel,Schaltgetriebe,3,2/3,Euro6,andere,1,C-Klasse,163.0,4.66333333333326
Mercedes-Benz Sprinter II Koffer 316 CDI Klima Standhzg 1.Hand,23790.0,231000.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,andere,1,Sprinter,143.0,3.4133333333332607
Mercedes-Benz E -Klasse Lim. E 200 d Avantgarde,16480.0,230000.0,1.595,Benzin,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,156.0,4.16333333333326
Mercedes-Benz E 220 d T 2xAMG-Line 9G-Tronic,18840.0,228290.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,E-Klasse,163.0,3.4966666666665938
"Mercedes-Benz GLC 350 e 4M 2x AMG Line 19"" Comand Pano NightP",24990.0,226300.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,1,GLC,204.0,3.4133333333332607
"Mercedes-Benz B -Klasse B 180 CDI, Tüv 04.2022,Sauber auto",14637.0,226102.0,2.143,Diesel,Schaltgetriebe,3,4/5,Euro6,van,1,B-Klasse,163.0,4.496666666666594
Mercedes-Benz 211 CDI Sprinter Mobility/Rollstuhl-Autom. Klima,28450.0,226000.0,2.987,Diesel,Automatik,5,4/5,Euro6,limousine,1,Sprinter,258.0,3.5799999999999272
Mercedes-Benz V 250 (BlueTEC) d lang 7G-TRONIC AHK/Distro/8-Si,15351.0,225300.0,1.598,Diesel,Schaltgetriebe,2,4/5,Euro6c,van,1,V-Klasse,114.0,3.4133333333332607
Mercedes-Benz Mercedes Sprinter 316,35799.0,224000.0,2.143,Diesel,Automatik,7,4/5,Euro6,van,1,Sprinter,190.0,4.496666666666594
Mercedes-Benz GLC 220 d 4Matic Navi e-Sitze Parklenkass. Allra,13490.0,224000.0,2.143,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,1,GLC,170.0,4.329999999999927
Mercedes-Benz V 250d Marco Polo*AMG*Küche*Leder*LED*Distr*,23999.0,223000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,V-Klasse,194.0,4.16333333333326
Mercedes-Benz GLC -Klasse GLC 250 d 4Matic,41380.0,222658.0,1.95,Diesel,Automatik,5,4/5,Euro6,suv,1,GLC,194.0,1.746666666666594
Mercedes-Benz Mercedes slk r170 320 v6 r 170 tüv neu cab...,27950.0,222552.0,1.991,Hybrid,Automatik,5,4/5,Euro6,suv,1,R-Klasse,211.0,4.66333333333326
Mercedes-Benz C 200 d T Aut&Navi,25823.0,221000.0,2.143,Diesel,Automatik,2,4/5,Euro6,van,1,C-Klasse,114.0,4.079999999999927
Mercedes-Benz Mercedes Benz E220d. W213,13490.0,221000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,E-Klasse,136.0,4.246666666666594
Mercedes-Benz C-Klasse C220 CDI Sport*Navi*Xenon*Keyless Go*,21980.0,219785.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,1,C-Klasse,170.0,4.329999999999927
Mercedes-Benz Vito 116 CDI BT RWD Klimaaut/Sitzh/Tempomat/MFL,69999.0,219640.0,2.925,Diesel,Automatik,5,4/5,Euro6,limousine,1,Vito,340.0,4.079999999999927
Mercedes-Benz CLA 180 Shooting Brake d AMG-Line Navi LED Keyle,40900.0,219000.0,2.143,Diesel,Automatik,6,4/5,Euro6,van,2,CLA,235.0,4.579999999999927
Mercedes-Benz Sprinter 316 CDI SCHWING SPUR TOTW COL NAVI PTS,49900.0,219000.0,2.143,Diesel,Automatik,4,4/5,Euro6,van,2,Sprinter,190.0,4.579999999999927
Mercedes-Benz Vito Tourer 116 CDI lang Tempomat LED Navi,17895.0,219000.0,2.143,Diesel,Automatik,3,4/5,Euro6,van,1,Vito,163.0,2.7466666666665938
