carname,price,milage,hubraum,fuel_type,transmission,num_seats,num_doors,emission_class,car_type,num_owners,Model,power_ps,age
Mercedes-Benz Mercedes Benz G63 AMG,69500.0,80000.0,5.461,Benzin,Automatik,5,4/5,Euro6,suv,2,OTHER,585.0,4.41333333333326
Mercedes-Benz GLE 400 Coupe 4Matic//AMG PAKET//1 JAHR GARANTIE,24200.0,97000.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,1,GLE,150.0,2.9966666666665938
"Mercedes-Benz Vito 114 CDI KASTEN EXTRALANG NAVI,KAMERA,AHK",39000.0,44000.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,2,Vito,211.0,3.4966666666665938
Mercedes-Benz A 180 AMG Line (Peak),39000.0,44000.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,2,A-Klasse,211.0,3.4966666666665938
"Mercedes-Benz A 45 AMG 4M NIGHT KEYLESS,MEMORY,HARMAN/K,DISTRO",20000.0,59890.0,1.595,Benzin,Schaltgetriebe,5,4/5,Euro6,limousine,2,A-Klasse,122.0,4.41333333333326
Mercedes-Benz C -Klasse Lim. C 200 d AMG Ausstatung,49950.0,23700.0,2.996,Benzin,Automatik,5,4/5,Euro6,limousine,2,C-Klasse,367.0,3.5799999999999272
Mercedes-Benz GLC 250 4M 9G-Tr. AMG Line *Distronic *LED *1.HD,49950.0,23700.0,2.996,Benzin,Automatik,5,4/5,Euro6,limousine,2,GLC,367.0,3.5799999999999272
"Mercedes-Benz V 250 AVED/L *Burmester*Distronic*AHK2,5t*Tisch*",42800.0,58200.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,1,V-Klasse,211.0,3.4966666666665938
"Mercedes-Benz A -Klasse A 250 Sport,AMG-Line,Panorama,Navi,1HD",49950.0,23700.0,2.996,Benzin,Automatik,5,4/5,Euro6,limousine,2,A-Klasse,367.0,3.5799999999999272
Mercedes-Benz E220D T AVANTGARDE*MBEAM*WIDE*PANO*2018*MEMORY,42800.0,58200.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,1,E-Klasse,211.0,3.4966666666665938
Mercedes-Benz CLS 53 AMG 4M+1.Hd*Night*Dist*Standheiz*Garantie,64900.0,5585.0,1.95,Diesel,Automatik,6,4/5,Euro6d,van,1,CL,239.0,0.9133333333332606
"Mercedes-Benz C 220 d T, AVANTGARDE, Automatik, AHK, RFK, LED",25890.0,50000.0,1.991,Benzin,Schaltgetriebe,5,4/5,Euro6,limousine,2,C-Klasse,218.0,3.7466666666665938
Mercedes-Benz B 180d 7G Style LED Kamera Totw. Leder Navi,41900.0,44800.0,1.991,Benzin,Automatik,2,2/3,Euro6,cabrio,1,B-Klasse,245.0,4.329999999999927
"Mercedes-Benz E 43 AMG 4Matic Navi,GlasSD, erst 20TKM VOLL TOP",43900.0,38666.0,1.991,Benzin,Automatik,4,2/3,Euro6d,cabrio,2,E-Klasse,258.0,2.7466666666665938
Mercedes-Benz Vito 114 CDI Extralang VA Werkst.Klima Kamera,43990.0,18000.0,1.95,Diesel,Automatik,4,2/3,Euro6,sport,1,Vito,194.0,4.16333333333326
Mercedes-Benz Vito 114 CDI (BlueTEC) Tourer Kompakt PRO NAVI,47670.0,38700.0,1.991,Benzin,Automatik,5,4/5,Euro6,sport,2,Vito,245.0,3.8299999999999272
Mercedes-Benz A 200 7G-DCT AMG Line Distr Kamera Night,35900.0,99250.0,2.143,Diesel,Automatik,6,4/5,Euro6,van,2,A-Klasse,163.0,3.9966666666665938
Mercedes-Benz C 180 T Avantgarde / Junge Sterne Garantie,19800.0,34000.0,1.461,Diesel,Automatik,5,4/5,Euro6,van,2,C-Klasse,109.0,3.4133333333332607
Mercedes-Benz GLE 350d 4Matic AMG 9G/Comand/LED/S.-Dach/360°,49850.0,20168.0,2.996,Benzin,Automatik,5,4/5,Euro6,limousine,2,GLE,401.0,3.9966666666665938
Mercedes-Benz E 220 d Avantgarde+MBUX High End+Pre Safe+Augmen,35220.0,11650.0,1.332,Benzin,Automatik,5,4/5,Euro6d,kombi,2,E-Klasse,136.0,1.0799999999999272
"Mercedes-Benz CLC 250 GLC 250 4Matic (Finanzierung ab 0,00%",24600.0,27000.0,1.595,Benzin,Automatik,5,4/5,Euro6,kombi,1,CLC,122.0,4.16333333333326
Mercedes-Benz B 250 e Progressive NAVI+LED+EASYPACK+DAB+TEMPOM,26950.0,116500.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,2,B-Klasse,136.0,4.329999999999927
Mercedes-Benz Mercedes Benz C220 d Avantgarde 57000km!!!!,45490.0,121414.0,3.982,Benzin,Automatik,5,4/5,Euro6,limousine,3,C-Klasse,510.0,4.16333333333326
Mercedes-Benz A 200 AMG WIDESCREEN PANO AMBIENTE NAVI,16800.0,107000.0,2.143,Diesel,Schaltgetriebe,5,4/5,Euro6,limousine,2,A-Klasse,136.0,4.329999999999927
Mercedes-Benz Mercedes-Benz GLC 300 Coupe 4Matic 9G-TRON...,29900.0,19500.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,2,GLC,150.0,3.0799999999999272
Mercedes-Benz Mercedes-Benz C 250 d T 9G-TRONIC Exclusive,29699.0,48554.0,1.332,Benzin,Automatik,5,4/5,Euro6,limousine,2,C-Klasse,163.0,3.4133333333332607
Mercedes-Benz GLC 250 Coupe 4Matic 9G-TRONIC AMG Line,27500.0,56143.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,2,GLC,224.0,3.4133333333332607
Mercedes-Benz Mercedes c220d,21500.0,45500.0,1.595,Benzin,Schaltgetriebe,5,4/5,Euro6,limousine,2,C-Klasse,122.0,3.6633333333332607
Mercedes-Benz C220d T BT 9G- Automatik COMAND LED-HP,41850.0,24200.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,2,C-Klasse,211.0,3.8299999999999272
Mercedes-Benz GLA 180 Style (Park Navi Shz SK-Pak. CD Tempomat,41850.0,24200.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,2,GLA,211.0,3.8299999999999272
Mercedes-Benz E 220 T d AMG Line (Comand Distronic Night AHK,39800.0,23350.0,1.991,Benzin,Automatik,5,4/5,Euro6d,sport,2,E-Klasse,190.0,2.0799999999999272
"Mercedes-Benz GLC 250d AMG BURMESTER 360° DISTRONIC COMAND 20""",29500.0,47500.0,1.991,Benzin,Automatik,5,4/5,Euro6,limousine,2,GLC,184.0,4.329999999999927
Mercedes-Benz Mercedes-Benz A 220 4Matic /AMG/Garantie/7G/Peak,11800.0,339000.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,1,A-Klasse,150.0,3.9966666666665938
Mercedes-Benz Gepflegter Mercedes Vito Tourer Baujahr 2017,24988.0,39981.0,1.991,Benzin,Automatik,5,4/5,Euro6,limousine,2,Vito,184.0,3.7466666666665938
Mercedes-Benz C 180 AMG Line Navi,36950.0,52125.0,1.95,Diesel,Automatik,5,4/5,Euro6c,limousine,2,C-Klasse,194.0,2.9966666666665938
Mercedes-Benz B 180 CDI d 7G-DCT NAVI Aut. PTS,24777.0,60600.0,2.143,Diesel,Schaltgetriebe,9,4/5,Euro6,van,2,B-Klasse,163.0,4.746666666666594
Mercedes-Benz C 43 AMG T Modell,19990.0,58000.0,1.595,Benzin,Automatik,5,4/5,Euro6,limousine,1,C-Klasse,122.0,4.16333333333326
Mercedes-Benz C 180 Coupé AMG+9G+Night+Kamera+Totwinkel+LED+,40390.0,104000.0,2.996,Benzin,Automatik,5,4/5,Euro6,limousine,2,C-Klasse,401.0,4.41333333333326
Mercedes-Benz CLA 180 Shooting Brake,56999.0,34216.0,2.925,Diesel,Automatik,5,2/3,Euro6,sport,2,CLA,286.0,3.2466666666665938
Mercedes-Benz GLC 220 d 4m AMG + Pano + Standheizung + Kamera!,24990.0,131973.0,1.595,Benzin,Automatik,4,2/3,Euro6,sport,1,GLC,156.0,4.246666666666594
Mercedes-Benz Sprinter III Tourer RWD/AWD 319 CDI XL 9Sitze,24990.0,131973.0,1.595,Benzin,Automatik,4,2/3,Euro6,sport,1,Sprinter,156.0,4.246666666666594
Mercedes-Benz A 180 AMG LINE*Standheizung*LED*High-End Paket,42000.0,45000.0,3.0,Benzin,Automatik,5,4/5,Euro6,kombi,2,A-Klasse,367.0,3.9966666666665938
Mercedes-Benz B -Klasse B 200 Progressive LED Navi,34480.0,63000.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,2,B-Klasse,194.0,3.3299999999999272
Mercedes-Benz C 63 AMG T *Scheckheft*Junge-Sterne-Garantie*,20999.0,69000.0,1.595,Benzin,Automatik,5,4/5,Euro6,kombi,2,C-Klasse,122.0,4.579999999999927
Mercedes-Benz AMG GT 63 S 4M Carbon Keramik Designo HeadUp Dis,17000.0,51948.0,1.461,Diesel,Schaltgetriebe,5,4/5,Euro6,van,1,S-Klasse,109.0,3.4966666666665938
Mercedes-Benz E 350 / AVANTGARDE/ DISTR/ MULTIBEAM/ AHK/ 360°,31500.0,8450.0,1.332,Benzin,Automatik,5,4/5,Euro6d,van,2,E-Klasse,163.0,1.0799999999999272
Mercedes-Benz GLC 200 Coupe 4M AMG DISTRONIC PRO SHD 360°-Kame,17000.0,51948.0,1.461,Diesel,Schaltgetriebe,5,4/5,Euro6,van,1,GLC,109.0,3.4966666666665938
Mercedes-Benz C 43 AMG 4M Night DISTRONIC PLUS Memory Pano Kam,31500.0,8450.0,1.332,Benzin,Automatik,5,4/5,Euro6d,van,2,C-Klasse,163.0,1.0799999999999272
Mercedes-Benz CLA 250 AMG Night Panorama MBUX LED Ambientenbel,43985.0,49712.0,3.982,Benzin,Automatik,5,4/5,Euro6,kombi,2,CLA,476.0,4.579999999999927
Mercedes-Benz C 220 Cabrio d AMG KEYLESS Airscarf LED High Per,15750.0,100000.0,1.598,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,1,C-Klasse,136.0,4.579999999999927
Mercedes-Benz C 43 AMG 4Matic Night Widescreen Supersport-Lenk,24500.0,144630.0,1.95,Diesel,Automatik,5,4/5,Euro6,kombi,2,C-Klasse,194.0,4.329999999999927
Mercedes-Benz C 63 AMG S Coupe Night V8 KEYLESS Pano DISTRONIC,28490.0,13281.0,1.595,Benzin,Automatik,5,4/5,Euro6d,suv,2,C-Klasse,122.0,2.7466666666665938
Mercedes-Benz GLA 250 E Urban LED Kamera DAB Totwinkl. Carplay,58600.0,19900.0,2.996,Benzin,Automatik,5,4/5,Euro6d,limousine,1,E-Klasse,390.0,1.2466666666665938
Mercedes-Benz V 250 Edition Avantgarde lang 4 Matic Comand LED,34900.0,43000.0,1.95,Diesel,Automatik,5,4/5,Euro6c,limousine,2,V-Klasse,194.0,3.7466666666665938
"Mercedes-Benz E 220 d 4Matic AMG Styling Pano HUD Cockpit 20""",27900.0,95000.0,1.991,Benzin,Automatik,5,4/5,Euro6,limousine,2,E-Klasse,211.0,3.6633333333332607
Mercedes-Benz CLA 220 d SB AMG-LINE/ EDITION NAVI-KAMERA-LEDER,27900.0,95000.0,1.991,Benzin,Automatik,5,4/5,Euro6,limousine,2,CLA,211.0,3.6633333333332607
"Mercedes-Benz C 300 COUPE´ AMG, Distronic, LED, RFK, Navi, Aut",29500.0,40000.0,1.595,Benzin,Automatik,5,4/5,Euro6d,kombi,2,C-Klasse,156.0,3.1633333333332607
Mercedes-Benz CLA 200 *AMG*LED*Night*Pano*Keyless*,29999.0,88000.0,2.143,Diesel,Automatik,5,4/5,Euro6,van,1,CLA,190.0,3.1633333333332607
Mercedes-Benz CLA 200 Urban Rückfahrkamera Apple CarPlay,24900.0,103100.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,CLA,177.0,3.1633333333332607
Mercedes-Benz A 250 e Kompaktlimousine +PROGRESSIVE+AHK+LED+,24900.0,103100.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,A-Klasse,177.0,3.1633333333332607
Mercedes-Benz Citan Kombi 109CDI Tourer lang Klima Tüv 09/2023,24900.0,103100.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,1,Vaneo,177.0,3.1633333333332607
Mercedes-Benz A250,69800.0,7900.0,1.991,Benzin,Automatik,5,4/5,Euro6d,limousine,1,A-Klasse,421.0,0.5799999999999272
Mercedes-Benz AMG C 63 AMG 2019 / JUNGE STERNE 2022 / BLACK,25799.0,25065.0,1.332,Benzin,Automatik,5,4/5,Euro6d,limousine,2,C-Klasse,136.0,2.3299999999999272
"Mercedes-Benz C 220 d 9G-TRONIC Exclusive, 3 Jahre Garantie,",22490.0,53000.0,1.595,Benzin,Schaltgetriebe,5,4/5,Euro6,kombi,2,C-Klasse,122.0,4.41333333333326
Mercedes-Benz C 250 d T 9G-TRONIC Kombi,28990.0,49900.0,1.595,Benzin,Automatik,5,4/5,Euro6,sport,2,C-Klasse,156.0,4.16333333333326
Mercedes-Benz GLC 220 d 4Ma AMG Line NAV/LED/PTS/AHK/4xSHZ/1HD,22990.0,68000.0,1.595,Benzin,Automatik,5,4/5,Euro6,limousine,2,GLC,122.0,4.246666666666594
"Mercedes-Benz GLB 250 Urban Exklusiv NAV/PSD/AHK/LEDER/AMG19""",32800.0,53000.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,1,GLB,245.0,3.2466666666665938
Mercedes-Benz GLA 250 e AMG Line LEDER/AHK/DISTR/MBUX/PSD/NP69,25500.0,20440.0,1.332,Benzin,Schaltgetriebe,5,4/5,Euro6,limousine,2,GLA,136.0,2.9133333333332607
Mercedes-Benz E 300 T e Avantgarde NAV/LED/PSD/TW/AHK/PTS/MOPF,42600.0,42500.0,1.95,Diesel,Automatik,4,2/3,Euro6d,sport,2,E-Klasse,245.0,2.7466666666665938
Mercedes-Benz GLE 350 d 4Matic 9G-TRONIC,36800.0,126000.0,2.987,Diesel,Automatik,5,4/5,Euro6,suv,1,GLE,258.0,4.329999999999927
"Mercedes-Benz AMG C 63 AMG T Panorama, Perf.Abgas, Night-Paket",56000.0,17800.0,3.982,Benzin,Automatik,5,4/5,Euro6d,kombi,2,C-Klasse,476.0,2.3299999999999272
Mercedes-Benz CLA 250 7G-DCT AMG Line + WINTERREIFEN,37899.0,28700.0,1.991,Benzin,Automatik,5,4/5,Euro6d,sport,2,CLA,224.0,2.0799999999999272
Mercedes-Benz A 180 Style,18450.0,24000.0,1.595,Benzin,Schaltgetriebe,5,4/5,Euro6,limousine,2,A-Klasse,122.0,4.329999999999927
Mercedes-Benz B 180 EDITION 2020+AMG+Night+LED+Kamera+Totw+7G,18450.0,24000.0,1.595,Benzin,Schaltgetriebe,5,4/5,Euro6,limousine,2,B-Klasse,122.0,4.329999999999927
"Mercedes-Benz Vito 111 Extralang, Navi, Kamera, AHK, Rampe",59795.0,72700.0,2.987,Diesel,Automatik,7,4/5,Euro6,suv,2,Vito,258.0,3.9966666666665938
Mercedes-Benz Mercedes C63S 19 & 20 Zoll H&R PAGA Pano M...,35900.0,41500.0,2.996,Benzin,Automatik,5,4/5,Euro6,limousine,2,OTHER,367.0,4.41333333333326
Mercedes-Benz Mercedes Benz GLC 250 4M AMG-Line Voll. Co...,35900.0,41500.0,2.996,Benzin,Automatik,5,4/5,Euro6,limousine,2,GLC,367.0,4.41333333333326
Mercedes-Benz C 180 T Avantgarde LED PTS SHZ Navi LM Keyless,46990.0,176700.0,2.925,Diesel,Automatik,4,4/5,Euro6d,limousine,2,C-Klasse,340.0,3.3299999999999272
Mercedes-Benz Mercedes Benz,35499.0,25000.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,2,OTHER,211.0,3.7466666666665938
Mercedes-Benz C 300 de T-Modell AMG Line*LED*RFK*Easy-Pack*,46889.0,10000.0,1.95,Diesel,Automatik,5,4/5,Euro6d,limousine,2,C-Klasse,190.0,0.6633333333332606
Mercedes-Benz GLA 250 4M PEAK AMG/Night/19''/LED/360°Kamera/,46889.0,10000.0,1.95,Diesel,Automatik,5,4/5,Euro6d,limousine,2,GLA,190.0,0.6633333333332606
Mercedes-Benz E 63*AMG Perform*Night*Carbon*3xTV*360*HUD*Pano*,19290.0,86718.0,2.143,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,2,E-Klasse,170.0,4.66333333333326
Mercedes-Benz E 350 AMG AirBody Fahras Pano 360 Multibeam Burm,29300.0,74100.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,1,E-Klasse,194.0,3.3299999999999272
Mercedes-Benz E 200 Avantgarde 9G LED Navi Kamera EU 6d-Temp,41990.0,14500.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,2,E-Klasse,381.0,4.246666666666594
Mercedes-Benz B 200 Urban LED Tempomat Navi Business,58890.0,19500.0,1.95,Diesel,Automatik,6,4/5,Euro6d,van,2,B-Klasse,190.0,2.2466666666665938
Mercedes-Benz GLE Coupe GLE 63 S AMG 4Matic,41990.0,14500.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,2,S-Klasse,381.0,4.246666666666594
Mercedes-Benz E 350 AMG Line Coupe Panoramadach Leder Navi,58890.0,19500.0,1.95,Diesel,Automatik,6,4/5,Euro6d,van,2,E-Klasse,190.0,2.2466666666665938
Mercedes-Benz C 220d 4Matic T°AMG LINE°HUD°LED°NAV°ACC°LEDER°,29300.0,74100.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,1,C-Klasse,194.0,3.3299999999999272
Mercedes-Benz E 220 d d T 9G-TRONIC Avantgarde*Multibeam*Headu,34490.0,49100.0,1.991,Benzin,Automatik,5,4/5,Euro6,limousine,1,E-Klasse,381.0,4.329999999999927
Mercedes-Benz Mercedes-Benz C 300 T-Modell /AMG Paket / ...,50000.0,15100.0,1.991,Benzin,Automatik,4,2/3,Euro6d,cabrio,1,C-Klasse,197.0,2.3299999999999272
Mercedes-Benz Mercedes Benz A180,34900.0,18000.0,1.991,Benzin,Automatik,5,4/5,Euro6d,kombi,2,A-Klasse,258.0,2.6633333333332607
Mercedes-Benz C 180 AMG LINE +SCHECKHEFT EXTRAS,41500.0,36954.0,1.497,Hybrid,Automatik,4,2/3,Euro6,sport,2,C-Klasse,184.0,2.1633333333332607
Mercedes-Benz A 200,72900.0,48925.0,2.999,Benzin,Automatik,5,4/5,Euro6d,limousine,1,A-Klasse,435.0,2.9966666666665938
Mercedes-Benz C 200 CGI *1.Hd.*NAVI*LED*PDC*Top Zusta.*,19750.0,105000.0,1.991,Benzin,Schaltgetriebe,5,4/5,Euro6,limousine,1,C-Klasse,184.0,4.16333333333326
Mercedes-Benz Mercedes GLA AMG LINE 7G 220D Tausch,30600.0,91876.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,1,GLA,194.0,3.0799999999999272
Mercedes-Benz E350 4Matic AMG-Line,17500.0,83000.0,1.595,Benzin,Schaltgetriebe,5,4/5,Euro6,limousine,2,E-Klasse,122.0,4.16333333333326
Mercedes-Benz E400 4Matic Coupe 9G-TRONIC AMG Line MB-GARANTIE,21499.0,59000.0,1.461,Diesel,Automatik,5,4/5,Euro6,limousine,2,OTHER,109.0,3.3299999999999272
Mercedes-Benz GLC 250 d 4M Coupé AMG Line Night Fahrassistenz,21499.0,59000.0,1.461,Diesel,Automatik,5,4/5,Euro6,limousine,2,GLC,109.0,3.3299999999999272
Mercedes-Benz Mercedes Benz G63 AMG Designo,46500.0,59800.0,2.996,Benzin,Automatik,4,2/3,Euro6,sport,1,OTHER,333.0,4.079999999999927
Mercedes-Benz Sprinter III Kasten FWD 314 CDI L1#ERST 13 TKM #,42999.0,82597.0,1.95,Diesel,Automatik,4,2/3,Euro6d,sport,3,Sprinter,245.0,2.9966666666665938
Mercedes-Benz C250 dT AVANTGARDE Navi+Teil-Leder/1.Hand,22990.0,64000.0,1.598,Diesel,Automatik,5,4/5,Euro6,limousine,2,C-Klasse,116.0,4.66333333333326
Mercedes-Benz Mercedes B180Cdi Euro6,48990.0,1600.0,1.993,Hybrid,Automatik,5,4/5,Euro6d,limousine,1,B-Klasse,200.0,0.2466666666665938
Mercedes-Benz E -Klasse Coupe E 220 d AMG Line,33500.0,28181.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,2,E-Klasse,194.0,2.9966666666665938
Mercedes-Benz GLE 450 4M AMG Line Leder Pano Burm Webasto AHK,48500.0,59500.0,2.925,Diesel,Automatik,5,4/5,Euro6d,kombi,2,GLE,340.0,2.2466666666665938
Mercedes-Benz E 300 de AMG Line Night Fahrass Burm Bafa fähig,27499.0,68950.0,2.143,Diesel,Automatik,5,4/5,Euro6c,kleinwagen,2,E-Klasse,170.0,2.9966666666665938
Mercedes-Benz GLC 350 e 4M Coupé Sitzlima Air Body SD HUD AHK,23499.0,54236.0,2.143,Diesel,Automatik,5,4/5,Euro6,suv,2,GLC,136.0,4.66333333333326
Mercedes-Benz C 63 S Coupé magno Keramik Driver Carbon Perfo,21799.0,59850.0,2.143,Diesel,Automatik,5,4/5,Euro6,limousine,1,C-Klasse,136.0,4.16333333333326
Mercedes-Benz E 200 Cabriolet AMG/19''/9G/LED/360°Kamera/Navi/,36800.0,126000.0,2.987,Diesel,Automatik,5,4/5,Euro6,suv,1,E-Klasse,258.0,4.329999999999927
Mercedes-Benz CLA 250 SB AMG/19''/Multibeam/Premium-Navi/HUD/,56000.0,17800.0,3.982,Benzin,Automatik,5,4/5,Euro6d,kombi,2,CLA,476.0,2.3299999999999272
Mercedes-Benz GLE 350 de 4M Coupé AMG/20''/Multibeam/Airmatic/,37899.0,28700.0,1.991,Benzin,Automatik,5,4/5,Euro6d,sport,2,GLE,224.0,2.0799999999999272
Mercedes-Benz Sprinter 316 CDI Maxi MBUX/DAB/Klima/Navi/,18450.0,24000.0,1.595,Benzin,Schaltgetriebe,5,4/5,Euro6,limousine,2,Sprinter,122.0,4.329999999999927
Mercedes-Benz V 300 d Avantgarde Comand/8 Sitzer/Rückfahr.,56000.0,17800.0,3.982,Benzin,Automatik,5,4/5,Euro6d,kombi,2,V-Klasse,476.0,2.3299999999999272
Mercedes-Benz Vito 116 CDI Sport Line 2 Schiebetüren/Standh.,37899.0,28700.0,1.991,Benzin,Automatik,5,4/5,Euro6d,sport,2,Vito,224.0,2.0799999999999272
Mercedes-Benz C 180 Cabriolet AMG/LED/Kamera/Navigation/,18450.0,24000.0,1.595,Benzin,Schaltgetriebe,5,4/5,Euro6,limousine,2,C-Klasse,122.0,4.329999999999927
Mercedes-Benz E 220 d T Avantgarde/LED/Widescreen/Distronic/MB,59795.0,72700.0,2.987,Diesel,Automatik,7,4/5,Euro6,suv,2,E-Klasse,258.0,3.9966666666665938
"Mercedes-Benz CLA 200 Coupe AMG *Night *CAM *AHK *Pano *19""",35900.0,41500.0,2.996,Benzin,Automatik,5,4/5,Euro6,limousine,2,CLA,367.0,4.41333333333326
Mercedes-Benz S 350 AMG BlueTEC/d*VOLL+PANO+20`LM*,35900.0,41500.0,2.996,Benzin,Automatik,5,4/5,Euro6,limousine,2,S-Klasse,367.0,4.41333333333326
Mercedes-Benz GLB 250 4M*AMG*Pano*Burm*Wides*RFK*KeyGo*Distro*,46990.0,176700.0,2.925,Diesel,Automatik,4,4/5,Euro6d,limousine,2,GLB,340.0,3.3299999999999272
Mercedes-Benz E400 Cabrio 4M.*AMG*Widescre.*360°*ACC*SitzKlima,46990.0,176700.0,2.925,Diesel,Automatik,4,4/5,Euro6d,limousine,2,OTHER,340.0,3.3299999999999272
Mercedes-Benz B 200d *AMG-Line*Head-Up*Pano*360*Distronic,35499.0,25000.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,2,B-Klasse,211.0,3.7466666666665938
Mercedes-Benz CLA -Klasse SB CLA 200*AMG*SOUND*NIGHT*,46889.0,10000.0,1.95,Diesel,Automatik,5,4/5,Euro6d,limousine,2,CLA,190.0,0.6633333333332606
Mercedes-Benz A 200 Progressive MBUX HighEnd LED Sitzheizung,19290.0,86718.0,2.143,Diesel,Schaltgetriebe,5,4/5,Euro6,kombi,2,A-Klasse,170.0,4.66333333333326
Mercedes-Benz C43T AMG 4Matic|NAVI|PERFORMANCE ABGAS|STDHZ,41990.0,14500.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,2,OTHER,381.0,4.246666666666594
Mercedes-Benz CLA45 AMG 4Mat| AERO-PAKET|PANO|PERFORMANCE AGA,58890.0,19500.0,1.95,Diesel,Automatik,6,4/5,Euro6d,van,2,A-Klasse,190.0,2.2466666666665938
Mercedes-Benz C 180 Cp. AMG ILS LED Kamera PTS Sitzh Temp,29300.0,74100.0,1.95,Diesel,Automatik,5,4/5,Euro6,limousine,1,C-Klasse,194.0,3.3299999999999272
Mercedes-Benz CLA 200 EDITION 2020+AMG+Night+LED+Kamera+Totw,17000.0,165000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,2,CLA,170.0,4.16333333333326
Mercedes-Benz GLE 300 d 4M AMG/Panorama/AHK/Airmatik/,34490.0,49100.0,1.991,Benzin,Automatik,5,4/5,Euro6,limousine,1,GLE,381.0,4.329999999999927
Mercedes-Benz Citan 108 CDI lang Worker,50000.0,15100.0,1.991,Benzin,Automatik,4,2/3,Euro6d,cabrio,1,Vaneo,197.0,2.3299999999999272
Mercedes-Benz A 200 AMG Sport Night Pano BEAM BUR BiColor AHK,34900.0,18000.0,1.991,Benzin,Automatik,5,4/5,Euro6d,kombi,2,A-Klasse,258.0,2.6633333333332607
"Mercedes-Benz CLA 35 AMG T SB 4M Sportpaket AMG 19"" Distronic",17000.0,165000.0,2.143,Diesel,Automatik,5,4/5,Euro6,kombi,2,CLA,170.0,4.16333333333326
Mercedes-Benz GLE 43 AMG Cp. 4M 360° Airmat Pano Distr.,34490.0,49100.0,1.991,Benzin,Automatik,5,4/5,Euro6,limousine,1,GLE,381.0,4.329999999999927
Mercedes-Benz GLE 53 AMG 4M WideScreen Airmat Pano Multibeam,50000.0,15100.0,1.991,Benzin,Automatik,4,2/3,Euro6d,cabrio,1,GLE,197.0,2.3299999999999272
Mercedes-Benz GLA 250 AMG LED Kamera Navi Totwinkel PTS Sitzh,34900.0,18000.0,1.991,Benzin,Automatik,5,4/5,Euro6d,kombi,2,GLA,258.0,2.6633333333332607
Mercedes-Benz E 200 Avantgarde/MBUX High-End/get.Glas/EQ,41500.0,36954.0,1.497,Hybrid,Automatik,4,2/3,Euro6,sport,2,E-Klasse,184.0,2.1633333333332607
Mercedes-Benz C -Klasse Lim. C 220 d 4Matic,72900.0,48925.0,2.999,Benzin,Automatik,5,4/5,Euro6d,limousine,1,C-Klasse,435.0,2.9966666666665938
Mercedes-Benz 211 CDI Sprinter 906.613,49500.0,99300.0,2.143,Diesel,Automatik,7,4/5,Euro6,van,2,Sprinter,190.0,4.246666666666594
Mercedes-Benz C 250 d T 9G-TRONIC AMG Line Keyless Navi Kamera,19500.0,12500.0,1.461,Diesel,Schaltgetriebe,5,4/5,Euro6d,van,2,C-Klasse,110.0,2.0799999999999272
Mercedes-Benz C 180 Cab. AMG Multibeam Night Airscarf Kamera,29400.0,27985.0,1.991,Benzin,Automatik,5,4/5,Euro6,suv,1,C-Klasse,184.0,4.16333333333326
Mercedes-Benz Vito 116 CDI Tourer PRO Lang,21490.0,97294.0,2.143,Diesel,Automatik,5,4/5,Euro6,limousine,2,Vito,136.0,4.66333333333326
Mercedes-Benz GLS 400 d 4M AMG line NP 151TSD E-Active Body Co,26900.0,26000.0,1.595,Benzin,Automatik,5,4/5,Euro6d,kombi,1,GLS,156.0,2.7466666666665938
Mercedes-Benz A 180 LED NAVI MBUX KAMERA SHZ 7G TEILLEDER PARK,23750.0,99000.0,1.595,Benzin,Automatik,5,4/5,Euro6,limousine,1,A-Klasse,122.0,4.079999999999927
